id	feedType	jobTitle	referenceId	referenceName	referenceURL	interest	location	description
1351882	Full Time	Field Technical Support Representative	19475	HP	http://api.simplyhired.com/a/job-details/view/cparm-cF9pZD00NzQ2MSZ6b25lPTYmaXA9JmNvdW50PTUwJnN0YW1wPTIwMTMtMDktMTggMDU6MDc6MDcmY291bnRyeT11cyZwdWJsaXNoZXJfY2hhbm5lbF9pZHM9JmFfaWQ9NDc1NjImY19pZD0yMTg4MyZjcGM9MC4yNSZwb3M9NiZoYXNoPTdkYTVhNTYyNjdiZTNkZGVkMmU5NjYwZGM5MGM4Y2I1%3B6cf7a042aa5da4f93b22fb5bfe7efcf5/jobkey-b33334dafabe9ccba5e6f14043b5df695e76f8ed/rid-sbatcgxftkhpsggwxfzkamepnnlliciu/pub_id-47461/cjp-5/hits-110		Georgia	"·Maintain high level Customer satisfaction by clarifying Customer needs and ensuring that they are met  ·Handle Customer-relation problems promptly and appropriately, escalate issues according to established procedures  ·Diagnose and repair laser printers on site at customer locations  ·Provide direct post-sales systems technical support to end users and HP Authorized Service Providers  ·Solve technical problems on an assigned hardware and software platforms  ·Use proactive monitoring procedures/tools to identify problem prevention opportunities  Accountable for company policies and procedures to complete a wide variety of internal and Customer facing tasks  System level technical knowledge effecting customer business level availability Independent judgment exercised  affecting HP escalation processes  Critical Competencies to Drive Business Results:  Technical Breadth/Depth Actively builds deeper technical depth in area-of-expertise, and expands knowledge base through development of associated but unfamiliar areas  Service Opportunity Review Understands HP's installed base and the range of service contract coverage available, and applies this knowledge to advance and expand opportunities  Customer Experience Management (remote) Interfaces effectively with customers and internal resources to promote trusted advisor status of HP within accounts and facilitate uniform account support  Customer Troubleshooting/Compliance Acts quickly to resolve customer issues in a way that retains trust and maintains delight with HP  Customer Technical Information Sharing Builds trust & confidence in HP's technical consultative capabilities through education & assistance  Services Support Policies & Procedures Applies understanding of HP service organization and functions to support internal and external customer requests  HPS/BU Business Context Understands the market segments sold into, the business challenges addressed by HP Services/Business Unit solutions, and HP's strategy for market penetration  HPS/BU Solutions Understands HP Services/Business Unit solutions in area-of-responsibility- what they consist of, product roadmaps, key technology concepts, and the competitive landscape in which they are sold  HPS Solution Interfaces Understands how services in area-of-responsibility fit within or interface with the sales of other solutions - HP Services, other Global Business Units, or HP's partner strategies  HPS/BU Implementation Understands the strategy and customer requirements involved in deploying software solutions  Change Management Develops methods for supporting innovation and change across the organization  Problem Solving Approaches problems in a rational manner using sound strategies that ensure comprehensive understanding and effective resolution         Knowledge of corporate organization, job, and policies  Advanced knowledge of operating systems and software  Basic skills in project management  Strong communication skills, problem analysis, and presentation skills  Ability to develop Customer relationships  Ability to perform while under high-pressure situations  Ability to work in a team environment  Basic networking, O/S, and troubleshooting knowledge  Detailed understanding of general/technical aspects of the onsite system repair job>"
1351883	Full Time	Entry Field Technician Support Representative	19475	HP	http://api.simplyhired.com/a/job-details/view/cparm-cF9pZD00NzQ2MSZ6b25lPTYmaXA9JmNvdW50PTUwJnN0YW1wPTIwMTMtMDktMTggMDU6MDc6MDcmY291bnRyeT11cyZwdWJsaXNoZXJfY2hhbm5lbF9pZHM9JmFfaWQ9NDc1NjImY19pZD0yMTg4MyZjcGM9MC4yNSZwb3M9NyZoYXNoPTdkYTVhNTYyNjdiZTNkZGVkMmU5NjYwZGM5MGM4Y2I1%3B53afd5a097218ff99d08d10d8d3be68d/jobkey-38ec377f1fd4b410cf167266786d13d8aef8e68d/rid-sbatcgxftkhpsggwxfzkamepnnlliciu/pub_id-47461/cjp-6/hits-110		"Los Angeles, CA"	"Interacts with Customer to ensure Customer satisfaction following established procedures  Performs installations, reinstallations, maintenance, and repairs on Customer equipment  Delivers standard services  Uses data from known resources to ensure customer product needs are met  Solves product level problems onsite with individual customers  Overall Customer Satisfaction measured at product repair level  Meets commitments within specified timeframe  Follows established product escalation procedures  Provides technical information to Customer and escalation team for individual product repairs  Repair related growth opportunities explored         Relevant product/company knowledge  Moderately basic troubleshooting skills  Basic analytical and communications skills  Proficient in professional oral, and telephone communication skills  Ability to gather relevant information systematically, and identify needs and solve problems following the instruction Ability to maintain ongoing relationships with customers, peers and support partners  Ability to effectively interact and communicate with people at operational level  Perform reporting and administrative functions  Ability to manage time effectively>"
1351884	Full Time	Clerk	19475	HP	http://api.simplyhired.com/a/job-details/view/jobkey-31d165c235be8263a3bdcf18326a5462ec3d4/rid-sbatcgxftkhpsggwxfzkamepnnlliciu/cjp-7/hits-110		"Camp Hill, PA"	"Job Description: The Insurance/Healthcare job family contains positions associated with providing consultancy utilizing knowledge and expertise on insurance and healthcare. Develops and implements general insurance and health policies in accordance with state and federal laws. Provides expertise to investigate and adjudicate claim characteristics that do not match policy provisions. Responds to provider appeals and meets with providers to resolve problems/issues. Provides directions for utilization review. Approves any remedial or recoupment actions associated with escalated claims. Advises provider review councils, state officials and works with organized healthcare groups and associations on various medical issues related to insurance and healthcare programs.  Responsiblities:  * Participates productively as a member of a team. * Completes tasks beyond general support level. * Accepts instruction and direction from leadership. Ability to manage tasks and assignments without detailed direction. * Identifies, prioritizes and resolves some issues independently, and escalates more complex questions or issues appropriately. * Complies with contract requirements, business unit rules and related and legal regulations         Education and Experience:  * High School Diploma or equivalent; may hold 2 year post-high school Degree; may hold Bachelor’s degree. * Typically, 1-2 years of working experience in related fields.  Knowledge and Skills:  * Prior office or clerical experience. * Ability to follow written policies and procedures. * Ability to access and retrieve information using a PC and basic understanding of Microsoft Office products. * Ability to follow procedural guidelines.' * Ability to work on assignments with limited instructions from leadership. * Good written and verbal communication skills, including professional telephone skills.>"
1351885	Full Time	Front Desk Agent	0	HP Hotels	http://api.simplyhired.com/a/job-details/view/jobkey-9285.a8725830d66c289496fc2d13412adcac/rid-sbatcgxftkhpsggwxfzkamepnnlliciu/cjp-8/hits-110		"Oklahoma City, OK"	"About Us: A great opportunity to join the HP Hotel Management family. HP Hotel Management is a growing national hotel development and management company. Situated in Oklahoma City in the Quail Springs area, the Hilton Garden Inn Oklahoma City North Quail Springs offers comfort and convenience. We are currently seeking highly motivated individuals to join our team as Front Desk Associates. Front Desk Associates are responsible for assisting guests and performing all front desk duties. Front Desk Associates report directly to the Front Desk Manager. Responsibilities: Greet all customers who approach the Front Desk in a smiling, friendly manner. Check-in arriving guests in the most efficient manner possible, following all established procedures and policies. Check-out departing guests in the most efficient manner possible, following all established procedures and policies. Review arriving reservations for the day early in the shift, checking for special requests, VIP's, etc., preassigning rooms as necessary. Pre-register groups that have requested pre-registration. Count cash drawer at beginning and end of each shift. Prepare shift deposit accurately, following standard procedures. Record messages and receive mail for arriving and in-house guests. Ensure that message lights are turned on and off as necessary. Check all guest folios during each shift, checking for potential credit problems. Ensure that all guests have either sufficient cash balances or authorized credit cards to cover expected charges. Take steps to notify cash customers who have used their credit balances to come and pay on their account. Record future reservations for any guest by phone or in person, following all standard procedures. Always check for sold-out dates before promising availability. Handle complaints efficiently and courteously. Other duties as assigned. Requirements: High School Diploma. Standing and walking 100% of the time with lifting and bending. The ability to see and hear. Fluent in English. Computer literate.>"
1351886	Full Time	Service Desk Tier 2 Agent - Technical Support	19475	HP	http://api.simplyhired.com/a/job-details/view/jobkey-afb921cf5f5fa36e17cb889879e2d7ff64d058ee/rid-sbatcgxftkhpsggwxfzkamepnnlliciu/cjp-9/hits-110		"Boise, ID"	"Incident Management:  * Identify performance issues proactively. Solve technical problems on assigned hardware and software platform(s)/application(s) following standard protocols. * Works within strict time scales and elevates incidents within defined time windows.  Quality:  * Understands the impact of operations delivery on the customer's business. Contribute to team's ability to meet target goals through participation in continuous service improvement initiatives.  Complaint Handling:  * Responds to customer relations problems promptly and appropriately. Takes ownership to ensure satisfactory completion of complaint, through engagement of appropriate resources.  Customer Relationship:  * Maintain a high level of customer satisfaction by clarifying customer needs and ensuring that they are met. Work effectively in a multicultural environment. Respond to service, product, technical, and customer relations questions.  Teamwork:  * Lead a small team with well defined objectives.  This is a position providing End User Service Level 2 support in direct support to the customer; troubleshooting and resolving computer and other IT device issues. This position will allow Tier 2 to increase its remote ticket resolution. PC support required; Mac support requested.         Education and Experience Required:  * High School Diploma or equivalent; may hold 2 year post-high school Degree (technical field); may hold Bachelor's degree. * May hold entry level certification(s) in field of work. * Typically, 3-5 years of working experience in related fields.  Knowledge and Skills:  * Able to demonstrate broad knowledge of corporate policies, products/service portfolio, markets and processes. * In-depth knowledge of administration or technical practices in relevant areas, plus application of basic theory. * Able to apply advanced knowledge to assist in the operation of one or more aspects of a technology area/customer group. * Ability to resolve or assist in the resolution of complex Customer problems. * Able to apply knowledge of high availability system environments, if applicable. * Able to apply skills in project management, analysis, scheduling and controlling. * Able to demonstrate good oral, written, and telephone communication skills. * Ability to build and maintain relationships with customers, peers, and support partners. * Able to understand Customer system environments with associated business needs. *  Ability to work in a team environment, which may be local, global, virtual, or multifunctional.  *  Demonstrate good teamwork with peers.  *  PC skills required and Mac skills also requested>"
1351887	Full Time	Entry Level Client Engineer- HP Vertica	19475	HP	http://api.simplyhired.com/a/job-details/view/cparm-cF9pZD00NzQ2MSZ6b25lPTYmaXA9JmNvdW50PTUwJnN0YW1wPTIwMTMtMDktMTggMDU6MDc6MTAmY291bnRyeT11cyZwdWJsaXNoZXJfY2hhbm5lbF9pZHM9JmFfaWQ9NDc1NjImY19pZD0yMTkwMSZjcGM9MC4xJnBvcz0xJmhhc2g9ODk0MDdiY2JjMzhhNDU3YmI5ODQxZTVmNzRkNjAwN2U%3D%3Bdad8405c486ea86efa8a4c663095713d/jobkey-c36c5fe133ded8093db4824eca54c6c8c86d875/rid-dwnkybhwxokhefktwfvaeatwibdvvrmj/pub_id-47461/cjp-0/hits-43		"Cambridge, MA"	"HP Vertica is seeking entry level / recent gradsto join our team as a Client Engineer.  Questions to consider before applying to the role:  1.    Do you like writing software that enables users to create big data solutions?  2.    Are you up for the challenge of sifting through huge volumes of data?  3.    Do you want to increase your exposure to an array of programing languages and software?  4.    Do you want to increase your experience with a variety of platforms? (Windows, Linux, Mac)  5.    Are you driven, outgoing and enjoy playing ping pong against your coworkers?  If you answered yes to all the questions above do not wait a moment longer. Apply to the Client Engineer Role!  Your daily duties:  (trust us, doing them is a lot more fun than reading about them)  -          Writing & maintaining standards compliant (JDBC, ADO.NET, ODBC, OLEDB) client software  -          Writing & maintaining custom data ingest & egress software  -          Client & server programming, networking  -          Performance analysis & tuning  The team environment:  As part of the team, you will build reliable and high-performance connectivity software, be exposed to a wide variety of third party software products, and gain a comprehensive understanding of the Big Data Ecosystem.         The skills you need to be seriously considered:.  -          Experience in at least one of C++, Java or C#  -          Client-server systems programming experience  Extra credit:  -          Familiarity with standard client interfaces (JDBC, ODBC, ADO.NET, OLEDB)  -          Familiarity with PHP, Python, or Perl desirable  -          Unix and/or Windows scripting skills desirable  A little about us  HP Vertica is the leading provider of next-generation analytics platforms enabling customers to monetize all of their data. Verticaâ€™s elasticity, scale, performance, and simplicity are unparalleled in the industry, delivering 50x-1000x the performance of traditional solutions at 30% the total cost of ownership. Verticaâ€™s analytics platform provides organizations with a robust solution for organizing Big Data on a massive scale in real time.  Vertica powers some of the largest organizations and most innovative business models globally including Zynga, Twitter, and AT &T. Are you ready to join the industry leader in Big Data? This isnt just a career, its your future!>"
1351888	Full Time	Information Assurance Specialist--entry level	19475	HP	http://api.simplyhired.com/a/job-details/view/jobkey-f73b208575bdb5e33aa3a76612372218eedf767/rid-dwnkybhwxokhefktwfvaeatwibdvvrmj/cjp-1/hits-43		"Arlington, VA"	"· Responsible for delivery of assigned tasks within the delivery cycle of a project. Understands a number of HP technologies in order to provide technical systems management support or deliver part of a detailed technical design which meets customer requirements. Tasks may include performing systems configurations, troubleshooting systems errors/problems, monitoring and/or testing systems performance, and contribute to the design of technical solutions for customer environments.  · Works under supervision of technical lead and with customer nominated representatives to accomplish assigned tasks.  · Acts professionally with HP customers. Participates as part of a team and maintains good relationships with team members and customers.  · Understands HP’s strategy. Is aware of knowledge tools and their application.  · Participates in chosen technical community or profession, and regularly attends profession or community of interest events. Focuses on single customer. Contributes via assigned tasks on specific projects.         · Has sufficient technical knowledge to assist with the completion of specific deliverables.  · Able to communicate concepts with team and to peers.  · Able to produce basic documentation to required standards.  · Demonstrates understanding of assigned discipline or technical area. Demonstrate fundamental technical knowledge.  ·         Determines enterprise information assurance and security standards.  ·         Develops and implements information assurance/security standards and procedures.  ·         Coordinates, develops, and evaluates security programs for an organization. Recommends information assurance/security solutions to support customers’ requirements.  ·         Identifies, reports, and resolves security violations.  ·         Establishes and satisfies information assurance and security requirements based upon the analysis of user, policy, regulatory, and resource demands.  ·         Supports customers at the highest levels in the development and implementation of doctrine and policies.  ·         Applies know-how to government and commercial common user systems, as well as to dedicated special purpose systems requiring specialized security features and procedures.  ·         Performs analysis, design, and development of security features for system architectures.  ·         Analyzes and defines security requirements for computer systems which may include mainframes, workstations, and personal computers.  ·         Designs, develops, engineers, and implements solutions that meet security requirements.  ·         Provides integration and implementation of the computer system security solution.  ·         Analyzes general information assurance-related technical problems and provides basic engineering and technical support in solving these problems.  ·         Performs vulnerability/risk analyses of computer systems and applications during all phases of the system development life cycle.  ·         Ensures that all information systems are functional and secure.  Security Requirements:  Secret or top secret  8570 requirement>"
1351889	Full Time	Application Developer (entry level Java)	19475	HP	http://api.simplyhired.com/a/job-details/view/jobkey-e7fe754cd572543ec83615ef7f2da9b7ddbf0a7/rid-dwnkybhwxokhefktwfvaeatwibdvvrmj/cjp-2/hits-43		"Herndon, VA"	"* Participates as a member of development team.  * Completes development of units with designs prepared by more senior developers.  * Participates in code reviews. Prepares and executes unit tests.  * Applies growing technical knowledge to maintain a technology area (e.g. Web-site Development).  * May perform unit design.  * Applies HP and 3rd party technologies to software solutions of moderate complexity.  * Configures end-user or enterprise systems designed by more senior technologists.  *  Performs work assigned by others.  *  Provides time / resource estimates for assigned tasks.         DoD Secret clearance required  Education and Experience Required:  Typically a technical Bachelor's degree or equivalent experience and a minimum of 2 years of related experience or a Master's degree and up to two years of experience.  Knowledge and Skills:  2 or more years experience writing code using languages such as (and not limited to) COBOL, PL/1, Java, C, C++, C#, VB.Net. Basic Understanding of RDBMS databases such SQL Server and Oracle.  Basic understanding of modern software design and development methodologies (e.g., OO). Basic understanding of modern SCM (software configuration management).  Basic understanding of testing tools and unit test scripting, and testing Methodologies. Experience using (or an understanding of the use of) an Integrated Development Environment (e.g., Eclipse, Visual Studio). Understanding of basic Database Administration. Understanding of quality and security standards. Good verbal and written communication skills.  Contingent upon contract award 1 yr IT experience. Applies fundamental concepts, processes, practices, and procedures on technical assignments. Java experience including Spring, Hibernate, Tomcat and Mule.>"
1351890	Full Time	Entry level Software Engineer - Storage	19475	HP	http://api.simplyhired.com/a/job-details/view/jobkey-5235.1185290/rid-dwnkybhwxokhefktwfvaeatwibdvvrmj/cjp-3/hits-43		"Southborough, MA"	"Title: Entry level Software Engineer - Storage Location: United States-Massachusetts-Southborough Job Number: 1185290 Summary: Hewlett Packard is seeking a Software Engineer to work on the design and implementation of the data transfer and storage modules for a large scale, highly distributed server protection solution. Qualified applicants will have 0-2 years of experience. This Software Engineer will report into the Manager of the Server Protection Storage Development Team, work across engineering disciplines, and contribute to the design, implementation, and delivery of all components associated with the solution’s data transfer and storage modules . The ideal candidate needs to be forward-looking and pragmatic in solving problems and must have excellent communication skills. Key Responsibilities: · Document designs and functionality · Contribute to the design, implementation, qualification, and delivery of all components associated with the solution’s data transfer and storage modules Qualifications: Must Have: · 0-2 years in a developer position working with C and/or Java and other open space technologies · Solid design skills; OOM/OOD, patterns, etc. · Experience building applications on top of Windows and Linux platforms · Awareness of security issues and avoidance, specifically with LAN/WAN based applications · Use of standard development tools; source control, IDE, unit test, etc. · Knowledge of good engineering practices · Exposure to a formalized Software Development Life Cycle process · Excellent organizational and communication skills · Desire to work in an exciting and challenging atmosphere Job: Engineering>"
1351891	Full Time	Entry level Software Engineer - Server	19475	HP	http://api.simplyhired.com/a/job-details/view/jobkey-5235.1185292/rid-dwnkybhwxokhefktwfvaeatwibdvvrmj/cjp-4/hits-43		"Southborough, MA"	"Title: Entry level Software Engineer - Server Location: United States-Massachusetts-Southborough Job Number: 1185292 Hewlett Packard is seeking a Software Engineer to work on the design and implementation of the management back-end for a large scale, highly distributed server protection solution. Qualified applicants will have 0-2 years of experience. This Software Engineer will report into the Manager of the Server Protection Server Development Team, work across engineering disciplines, and contribute to the design, implementation, and delivery of all components associated with the solution’s management back-end. The ideal candidate needs to be forward-looking and pragmatic in solving problems and must have excellent communication skills. Key Responsibilities: · Document designs and functionality · Contribute to the design, implementation, qualification, and delivery of all components associated with the solution’smanagement back-end Qualifications: Must Have: · 0-2 years in a developer position working with Java and other open space technologies · Solid design skills; OOM/OOD, patterns, etc. · Experience building applications on top of Windows and Linux platforms · Awareness of security issues and avoidance, specifically with LAN/WAN based applications · Use of standard development tools; source control, IDE, unit test, etc. · Knowledge of good engineering practices · Exposure to a formalized Software Development Life Cycle process · Excellent organizational and communication skills · Desire to work in an exciting and challenging atmosphere Nice to Have: · Experience developing with C/C · Experience building large scale and highly distributed, web-based applications · Experience building applications on top of UNIX platforms; SOLARIS, HP-UX, AIX, etc. Job: Engineering>"
1351892	Full Time	Application Development--entry level	19475	HP	http://api.simplyhired.com/a/job-details/view/jobkey-5235.1187312/rid-dwnkybhwxokhefktwfvaeatwibdvvrmj/cjp-5/hits-43		"Landover, MD"	"Title: Application Development--entry level Location: United States-Maryland-Landover Job Number: 1187312 · Successfully resolve technical issues (hardware and software) from incoming internal or external businesses and end user’s contacts and proactive notification systems. · Respond to service, product, technical, and customer relations questions on subjects such as features, specifications, and repairs on current and discontinued products, parts, and options, based on customer entitlement (warranty through mission-critical). · Resolve incoming internal or external businesses and end user’s problems via telephone and e-support. · Articulate both in writing and verbally case summary, resolution and add to Knowledge Management System (KMS). · Proactively assist customers to avoid or reduce problem occurrence. · Represent HP in a face to face customer location visit, industry conference/trade show, vendor meeting, etc. · Engages team members for support as required to ensure internal or external business and end user Service Level Agreements (SLA) demands are met · Begin to partner with and assist the Sales Pursuit team · Is generally engaged in less complex support tasks relative to peers. · High energy team player · Creative and imaginative in developing customer solutions alone or as part of a team Qualifications: Education and Experience Required: High School: completion of post primary level education prior to University study. Typically certified by diploma (i.e., H.S. diploma, A” levels (U.K), Baccalaureate (France), etc.). 0-1 year experience in relevant technologies and customer environments. Relevant industry qualification where applicable. Knowledge and Skills Required: · Excellent verbal and written communication skills in language to be supported · Experience in troubleshooting in a technical environment · Excellent analytical and problem solving skills · Software and hardware knowledge of computing, storage and peripheral devices · Advanced proficiency with case management databases and tools · Superior customer service skills · Phone and remote support experience. E-support experience · Designs, develops, enhances, debugs, and implements software. Troubleshoots production problems related to software applications. · Researches, tests, build, and coordinate the conversion and/or integration of new products based on client requirements. Designs and develops new software products or major enhancements to existing software. · Addresses problems of systems integration, compatibility, and multiple platforms. · Consults with project teams and end users to identify application requirements. · Performs feasibility analysis on potential future projects to management. · Assists in the evaluation and recommendation of application software packages, application integration and testing tools. · Resolves problems with software and responds to suggestions for improvements and enhancements. · Acts as team leader on projects. · Instructs, assigns, directs, and checks the work of other software developers on development team. · Participates in development of software user manuals. · Security Requirements – Secret or Top Secret · 8570 Requirements Job: Services>"
1351893	Full Time	Cyber Security C&A Non-Technical Validator - DOD Security Clearance Required	19475	HP	http://api.simplyhired.com/a/job-details/view/jobkey-1d6f39a0fc45c168b925071c899a4bbcb25d3b7/rid-dwnkybhwxokhefktwfvaeatwibdvvrmj/cjp-7/hits-43		"Norfolk, VA"	"Hewlett-Packard is a leading global technology services provider delivering business solutions to its clients. The HP Enterprise Services delivers the industry’s broadest portfolios of information technology, applications and business process outsourcing services to clients in the manufacturing; financial services; healthcare; communications, media and entertainment; energy; transportation; and consumer and retail industries; and to governments around the world.  Governments turn to HP Enterprise Services area for the mission-focused experience to help reduce costs, streamline processes and operate more efficiently, while improving the quality and value of the services they provide. Our deep experience in the public and private sectors has enabled us to deliver substantial results for a variety of government organizations.  We are currently looking for a Cyber Security C&A; Non-Technical Validator to work in San Diego, California. The candidate who fills this position will be a full time employee of HP supporting our COSC (formerly NMCI) contract.         Specific Job Duties Include:  • Able to conduct physical security assessments of NMCI bases • Able to validate the output of those scans against defined standards • Able to prepare initial compliance report based on preliminary results • Provides preliminary scan results to enterprise vulnerability team for mitigation. • Database maintenance in ASP application connected to a Microsoft SQL database. • Experience in Certification and Accreditation DIACAP process • Experience with IA audit tools (Retina, GD, and SRR) • Understanding of DISA STIGs and VMS • Knowledge in DOD 8500.2 • Experience in Excel scripting and macros  Education and Experience Required:  • DoD Interim Secret or Secret security clearance prior to start date. • IA Certification of Security + or CISSP • Physical Location near an NMCI base with SIPR access • Hands on technical experience on Windows and Unix platforms • Strong client relationships skills • Demonstrated network knowledge • Security + or CISSP certification. • May hold entry level certification(s) in field of work. • Typically, 3-5 years of working experience in related fields • High School Diploma or equivalent; may hold 2 yr. post-high school Degree (Technical field); may hold Bachelor's degree.>"
1351894	Full Time	Asset Management Specialist	19475	HP	http://api.simplyhired.com/a/job-details/view/jobkey-cbb33ef346f179d851c3b6c19586164bc7bc961/rid-dwnkybhwxokhefktwfvaeatwibdvvrmj/cjp-8/hits-43		"Arlington, VA"	"Incident Management:  * Identify performance issues proactively. Solve technical problems on assigned hardware and software platform(s)/application(s) following standard protocols. * Works within strict time scales and elevates incidents within defined time windows.  Problem Management:  * Uses proactive monitoring procedures/tools to identify problem prevention opportunities  Change Management  * Configure system hardware, software and network components to meet established standards with assistance. Perform routine installations and/or configurations. Assemble and integrate system/product.  Operations Maintenance:  * Perform routine maintenance. May include performing tape/backup operations.  Quality:  * Understands the impact of operations delivery on the customer's business. Contribute to team's ability to meet target goals through participation in continuous service improvement initiatives.  Complaint Handling:  * Responds to customer relations problems promptly and appropriately. Takes ownership to ensure satisfactory completion of complaint, through engagement of appropriate resources.  Customer Relationship:  * Maintain a high level of customer satisfaction by clarifying customer needs and ensuring that they are met. Work effectively in a multicultural environment. Respond to service, product, technical, and customer relations questions.  Teamwork:  * Lead a small team with well defined objectives.         Education and Experience Required:  * High School Diploma or equivalent; may hold 2 year post-high school Degree (technical field); may hold Bachelor's degree. * May hold entry level certification(s) in field of work. * Typically, 3-5 years of working experience in related fields.  Knowledge and Skills:  * Able to demonstrate broad knowledge of corporate policies, products/service portfolio, markets and processes. * In-depth knowledge of administration or technical practices in relevant areas, plus application of basic theory. * Able to apply advanced knowledge to assist in the operation of one or more aspects of a technology area/customer group. * Ability to resolve or assist in the resolution of complex Customer problems. * Able to apply knowledge of high availability system environments, if applicable. * Able to apply skills in project management, analysis, scheduling and controlling. * Able to demonstrate good oral, written, and telephone communication skills. * Ability to build and maintain relationships with customers, peers, and support partners. * Able to understand Customer system environments with associated business needs. *  Ability to work in a team environment, which may be local, global, virtual, or multifunctional.  *  Demonstrate good teamwork with peers.  ·         Maintain the repository of excess AFNCR assets so that all purchases of new equipment can be cross-referenced to the Asset Manager database to ensure we have re-purposed all equipment in stock.   Software licenses can be used to their maximum potential to ensure enterprise copies are put into the environment which ultimately reduces cost of multiple individual licenses.  ·         Identify the assets and timing in creating Hardware Refresh plans and Software Update plans. This is to make sure that the optimum value is achieved with each asset and software licensing is maintained accurately and can provide support for decisions such as frequency of hardware refresh, optimal operational life span of hardware, optimizing lease, maintenance, or warranty contracts; readiness to meet audit, regulatory, compliance, and contractual changes and organizational scalability  ·         Refresh and IMACD activities, work closely with the Refresh Team to make sure that assets being refreshed are accurately captured in the Asset Database and the older assets are removed in accordance with end-of-life policies and government regulations.  ·         Manage the software assets following a  disciplined ITIL-based approach to tracking, reporting, analyzing, delivering, and maintaining software assets to assist with the understanding of what software has been deployed in the environment, requires licensing, and is compliant with software agreements. This process will manage and  report on software available without a license or requiring an individual license, Enterprise-wide licenses and one time purchase software as approved by the Government PM.  ·         Follow ITIL aligned processes in coordination with the required client requirements to  perform yearly 100% inventory  ·         Migrate the asset data to the new Remedy asset management module and provide ongoing monitoring and management of the hardware and software assets in the environment.  ·         Analyzing software agreements, licenses, and maintenance contracts including their expiration dates to determine the impact on clients license position  ·         Maintaining version/release currency to make sure that software is updated within 12 months of release date  ·         Facilitating Security Controls and Change Control Compliance including making sure that proper testing, approvals, distribution schedules, and authorities to operate are maintained  ·         Working with the user community on distribution schedules to delay updates should they interfere with partner interoperability or accelerate updates ahead of their approved installation dates  ·         Providing and managing the distribution of all software used, including maintaining individual and group restrictions/approvals.  ·         Installing and maintaining publisher-provided subscription or license management utilities or appliances  ·         Preparing, maintaining, and validating software-related Configuration Items  Security Requirements:  Secret or top secret  8570 requirement>"
